nombre,edad,altura_cm,peso_kg,alcance_cm,splm,sapm,str_acc,str_def,td_avg,td_acc,td_def,sub_avg,wins,losses,imagen_url
Blood Diamond,37.76986301369863,180.34,77.11064,193.04,3.12,2.17,0.55,0.48,0.0,0.0,0.73,0.0,3,3,
Eldo Xavier Dias,61.76986301369863,180.34,81.64656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,
Rafael Dias,46.4986301369863,175.26,65.77083999999999,0.0,1.13,2.19,0.27,0.6,3.17,0.47,1.0,1.2,17,12,
Hacran Dias,41.83835616438356,172.72,70.30676,175.26,2.08,3.31,0.41,0.55,2.5,0.39,0.76,0.5,23,6,
Victor Dias,35.30684931506849,167.64000000000001,56.699,175.26,2.87,5.8,0.44,0.55,5.0,0.41,0.0,0.0,11,3,
Luis Felipe Dias,31.243835616438357,177.8,83.91452,187.96,1.77,2.7,0.38,0.52,6.24,0.57,0.66,1.6,17,5,
Magno Dias,30.375342465753423,165.1,61.23492,170.18,2.44,7.32,0.45,0.5,1.41,0.33,0.0,1.4,6,2,
Nick Diaz,42.71232876712329,185.42,77.11064,193.04,5.71,3.84,0.42,0.59,1.28,0.32,0.6,1.0,26,10,imagenes/Nick Diaz.png
Nate Diaz,41.00547945205479,182.88,77.11064,193.04,4.57,3.77,0.45,0.52,1.05,0.3,0.41,1.3,22,13,imagenes/Nate Diaz.png
Michael Diaz,0.0,0.0,117.93392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,
Ryan Diaz,47.2,0.0,65.77083999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,14,
Adrian Diaz,37.97534246575343,177.8,65.77083999999999,0.0,0.48,3.84,0.42,0.51,2.4,0.5,0.0,0.0,11,4,
Ozzy Diaz,35.4,193.04,83.91452,200.66,6.44,7.23,0.5,0.59,0.0,0.0,0.5,0.0,10,3,
Juan Diaz,27.865753424657534,172.72,61.23492,175.26,5.82,5.02,0.39,0.6,3.01,0.33,0.0,0.0,15,1,
Mark Dickman,41.74794520547945,175.26,65.77083999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,
Josh Diekmann,49.52876712328767,162.56,111.583632,0.0,0.28,8.17,0.05,0.25,0.0,0.0,0.0,0.0,15,8,
Kyle Dietz,39.96986301369863,172.72,61.23492,0.0,1.82,2.08,0.45,0.62,0.0,0.0,0.0,0.0,5,2,
Seth Dikun,45.704109589041096,177.8,61.23492,175.26,1.45,2.18,0.26,0.55,0.0,0.0,0.45,0.9,9,8,
TJ Dillashaw,40.19178082191781,167.64000000000001,61.23492,170.18,5.09,3.47,0.41,0.62,1.56,0.3,0.77,0.8,18,5,imagenes/TJ Dillashaw.png
Ralph Dillon,0.0,187.96,92.98636,0.0,0.34,0.69,0.14,0.6,0.0,0.0,0.0,0.0,0,2,
Drew Dimanlig,0.0,0.0,83.91452,0.0,3.7,3.17,0.73,0.2,0.0,0.0,0.0,0.0,3,4,
Ding Meng,31.55068493150685,187.96,77.11064,185.42000000000002,3.4,3.87,0.5,0.48,1.0,0.5,0.0,0.0,34,9,
Rodolfo Marques Diniz,42.23561643835617,167.64000000000001,61.23492,0.0,1.08,2.36,0.32,0.33,0.0,0.0,0.5,1.8,23,9,
Jhonata Diniz,34.81643835616438,193.04,115.212368,200.66,3.89,3.62,0.56,0.56,0.0,0.0,0.7,0.0,9,2,
Helio Dipp,46.35342465753425,195.57999999999998,83.91452,0.0,0.6,1.8,0.25,0.62,0.0,0.0,0.5,0.0,6,3,
Rico DiSciullo,39.515068493150686,172.72,61.23492,0.0,1.71,4.41,0.33,0.56,0.0,0.0,0.0,0.0,9,2,
Matt Dixon,30.517808219178082,177.8,77.11064,190.5,1.97,4.56,0.43,0.37,3.06,0.3,0.0,0.0,9,1,
John Dixson,64.52328767123288,182.88,124.7378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,22,
Anthony Do,0.0,162.56,56.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,
Russell Doane,39.679452054794524,170.18,61.23492,177.8,1.75,1.68,0.4,0.53,2.11,0.45,0.52,0.8,15,8,
Drew Dober,37.49315068493151,172.72,70.30676,177.8,4.48,4.33,0.41,0.53,0.61,0.16,0.58,0.1,29,15,
Shana Dobson,37.04931506849315,167.64000000000001,56.699,175.26,3.34,5.2,0.37,0.5,0.84,0.5,0.14,0.0,4,5,
AJ Dobson,34.24383561643835,185.42,83.91452,193.04,4.29,5.31,0.46,0.46,1.67,0.75,0.65,0.3,7,3,imagenes/AJ Dobson.png
David Dodd,52.57808219178082,187.96,90.7184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7,
John Dodson,41.558904109589044,160.02,61.23492,167.64000000000001,3.2,3.58,0.4,0.61,0.71,0.28,0.82,0.0,22,12,
Joe Doerksen,48.52876712328767,182.88,83.91452,190.5,1.43,2.79,0.42,0.5,2.02,0.33,0.33,2.3,51,16,
Mike Dolce,50.013698630136986,180.34,83.91452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10,
Roman Dolidze,37.75616438356165,187.96,83.91452,193.04,3.41,3.72,0.41,0.48,0.99,0.39,0.26,0.8,15,4,
Cameron Dollar,38.93424657534246,180.34,70.30676,0.0,5.04,2.94,0.38,0.61,0.0,0.0,0.0,0.0,11,5,
CB Dollaway,42.69041095890411,187.96,83.91452,193.04,2.65,2.58,0.47,0.54,3.55,0.54,0.62,1.2,17,9,
Dennis Dombrow,40.087671232876716,0.0,65.77083999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,
OJ Dominguez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,
John Donaldson,33.76986301369863,172.72,65.77083999999999,0.0,1.21,4.22,0.23,0.51,0.0,0.0,0.0,0.0,2,2,
Daniil Donchenko,24.693150684931506,180.34,77.11064,180.34,7.15,2.57,0.6,0.72,0.77,0.33,0.75,0.0,14,2,
Dong Huaxiang,27.649315068493152,160.02,52.16308,154.94,3.5,3.13,0.59,0.65,4.0,0.44,1.0,0.0,12,3,
Cody Donovan,45.15890410958904,190.5,92.98636,187.96,5.61,5.44,0.59,0.45,1.67,0.28,0.0,1.7,8,5,
Houston Dorr,0.0,185.42,95.25431999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,
Rafael Dos Anjos,41.47671232876712,172.72,77.11064,177.8,3.48,3.23,0.47,0.6,1.95,0.35,0.54,0.6,32,17,
Junior Dos Santos,42.21643835616438,193.04,107.954896,195.58,4.49,3.33,0.47,0.56,0.3,0.5,0.81,0.1,21,9,
Geronimo dos Santos,45.67123287671233,190.5,119.748288,0.0,1.09,8.73,0.33,0.41,0.0,0.0,0.33,0.0,39,19,
Antonio Dos Santos,37.73972602739726,177.8,83.91452,0.0,5.4,3.94,0.51,0.43,0.0,0.0,1.0,0.0,6,4,
Anderson Dos Santos,40.73424657534247,165.1,61.23492,177.8,2.7,5.37,0.25,0.49,0.98,0.14,0.66,0.7,21,9,
Acacio Dos Santos,34.54794520547945,193.04,92.98636,200.66,1.27,1.4,0.41,0.43,0.0,0.0,0.31,0.0,14,5,
